,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Customer_ID,Frequency,Monetary,LastPurchaseDate,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
12682,989,22950.22,12/6/2011,4,5,5,5,555,Champions
14063,40,22710.2,9/27/2010,439,2,5,5,255,At Risk
12540,771,22254.49,11/20/2011,20,5,5,5,555,Champions
15159,810,22116.73,12/8/2011,2,5,5,5,555,Champions
13340,215,22100.56,10/25/2011,46,4,5,5,455,Champions
14051,318,21770.98,12/9/2011,1,5,5,5,555,Champions
16839,350,21758.25,12/1/2011,9,5,5,5,555,Champions
12753,197,21429.39,11/17/2011,23,5,5,5,555,Champions
15615,901,21373.97,11/29/2011,11,5,5,5,555,Champions
13319,923,21323.22,12/4/2011,6,5,5,5,555,Champions
14866,136,20746.54,11/29/2011,11,5,5,5,555,Champions
14667,1270,20395.34,11/29/2011,11,5,5,5,555,Champions
15251,230,20324.54,11/30/2011,10,5,5,5,555,Champions
12477,564,20276.37,11/17/2011,23,5,5,5,555,Champions
17706,737,20272.15,12/5/2011,5,5,5,5,555,Champions
17243,1073,20203.58,12/8/2011,2,5,5,5,555,Champions
18008,97,19759.08,9/30/2011,71,4,5,5,455,Champions
17340,678,19617.95,11/10/2011,30,4,5,5,455,Champions
16843,596,19571.43,10/28/2011,43,4,5,5,455,Champions
17139,808,19566.76,11/24/2011,16,5,5,5,555,Champions
14194,952,18670.59,12/5/2011,5,5,5,5,555,Champions
12357,296,18287.66,11/6/2011,34,4,5,5,455,Champions
13113,377,18230.07,12/9/2011,1,5,5,5,555,Champions
12557,53,18096.14,11/23/2011,17,5,5,5,555,Champions
16746,983,18046.75,12/5/2011,5,5,5,5,555,Champions
17581,811,17951.17,12/9/2011,1,5,5,5,555,Champions
12901,116,17654.54,12/1/2011,9,5,5,5,555,Champions
17377,1712,17644.27,11/16/2011,24,5,5,5,555,Champions
14952,307,17629.35,10/11/2011,60,4,5,5,455,Champions
16652,275,17550.39,10/12/2011,59,4,5,5,455,Champions
15189,241,17524.38,12/8/2011,2,5,5,5,555,Champions
18172,475,17467.24,11/25/2011,15,5,5,5,555,Champions
16019,403,17329.16,10/24/2011,47,4,5,5,455,Champions
17416,597,17298.45,11/10/2011,30,4,5,5,455,Champions
15078,771,17286.73,12/2/2011,8,5,5,5,555,Champions
15523,212,17259.19,9/16/2011,85,4,5,5,455,Champions
13027,85,17239.2,8/18/2011,114,3,5,5,355,Loyal Customers
14277,379,17197.61,11/24/2011,16,5,5,5,555,Champions
15808,772,17180.25,2/6/2011,307,3,5,5,355,Loyal Customers
15125,240,17024.87,11/14/2011,26,5,5,5,555,Champions
12647,515,16955.55,11/17/2011,23,5,5,5,555,Champions
16656,141,16833.17,11/17/2011,23,5,5,5,555,Champions
12433,559,16794.14,12/9/2011,1,5,5,5,555,Champions
17735,874,16790.33,12/7/2011,3,5,5,5,555,Champions
12454,40,16679.78,10/14/2011,57,4,5,5,455,Champions
16553,292,16584.01,6/29/2011,164,3,5,5,355,Loyal Customers
13564,1200,16498.97,7/18/2011,145,3,5,5,355,Loyal Customers
15358,1089,16425.86,12/5/2011,5,5,5,5,555,Champions
14961,670,16410.15,11/29/2011,11,5,5,5,555,Champions
13225,125,16260.07,12/6/2011,4,5,5,5,555,Champions
16180,327,16249.87,8/31/2011,101,3,5,5,355,Loyal Customers
12472,841,16249.29,11/7/2011,33,4,5,5,455,Champions
12980,52,16245.78,7/5/2011,158,3,5,5,355,Loyal Customers
17107,670,16052.72,11/6/2011,34,4,5,5,455,Champions
15044,896,16024.15,11/20/2011,20,5,5,5,555,Champions
13199,203,15964.21,12/6/2011,4,5,5,5,555,Champions
17716,601,15956.97,11/17/2011,23,5,5,5,555,Champions
12971,407,15704.6,12/6/2011,4,5,5,5,555,Champions
16191,232,15677.82,12/7/2011,3,5,5,5,555,Champions
12949,715,15526.7,11/9/2011,31,4,5,5,455,Champions
14769,1398,15514.11,12/7/2011,3,5,5,5,555,Champions
14849,738,15407.61,11/18/2011,22,5,5,5,555,Champions
15768,1208,15308.89,8/16/2011,116,3,5,5,355,Loyal Customers
18087,88,14761.52,9/2/2011,99,3,5,5,355,Loyal Customers
18092,140,14693.72,12/7/2011,3,5,5,5,555,Champions
16126,381,14644.6,11/10/2011,30,4,5,5,455,Champions
17133,56,14622.33,11/24/2011,16,5,5,5,555,Champions
16873,512,14617.39,12/5/2011,5,5,5,5,555,Champions
14543,212,14587.87,11/11/2011,29,4,5,5,455,Champions
17448,1115,14523.67,7/30/2010,498,2,5,5,255,At Risk
15482,148,14417.36,11/24/2011,16,5,5,5,555,Champions
14733,319,14335.15,11/23/2011,17,5,5,5,555,Champions
13488,679,14205.96,11/22/2011,18,5,5,5,555,Champions
15601,824,14191.74,11/28/2011,12,5,5,5,555,Champions
16713,1266,14115.56,11/21/2011,19,5,5,5,555,Champions
12714,696,14093.71,11/30/2011,10,5,5,5,555,Champions
12476,514,14083.91,11/24/2011,16,5,5,5,555,Champions
14299,335,14070.25,12/1/2011,9,5,5,5,555,Champions
13178,687,14059.19,11/13/2011,27,4,5,5,455,Champions
18223,576,14000.85,12/5/2011,5,5,5,5,555,Champions
12435,112,13925.93,9/21/2011,80,4,5,5,455,Champions
15760,2,13916.34,3/19/2010,631,2,2,5,225,Lost
17589,1302,13837.94,10/10/2011,61,4,5,5,455,Champions
15005,2387,13754.58,11/24/2011,16,5,5,5,555,Champions
15382,632,13733.55,11/25/2011,15,5,5,5,555,Champions
15093,316,13702.38,11/21/2011,19,5,5,5,555,Champions
12583,446,13591.58,12/7/2011,3,5,5,5,555,Champions
12989,97,13551.75,12/6/2011,4,5,5,5,555,Champions
15291,244,13517.76,11/14/2011,26,4,5,5,455,Champions
13629,87,13370.86,11/16/2011,24,5,5,5,555,Champions
13097,1004,13324.1,11/7/2011,33,4,5,5,455,Champions
16558,753,13304.11,12/9/2011,1,5,5,5,555,Champions
16923,1083,13157.13,11/27/2011,13,5,5,5,555,Champions
13090,274,13091.74,12/1/2011,9,5,5,5,555,Champions
15738,482,13043.32,11/21/2011,19,5,5,5,555,Champions
14049,1061,13023.4,11/23/2011,17,5,5,5,555,Champions
18225,572,13014.8,12/6/2011,4,5,5,5,555,Champions
15502,330,13003.87,11/24/2011,16,5,5,5,555,Champions
14110,399,12987.95,12/6/2011,4,5,5,5,555,Champions
13969,1064,12973.46,12/2/2011,8,5,5,5,555,Champions
13668,756,12948.48,12/7/2011,3,5,5,5,555,Champions
13316,173,12940.82,11/2/2011,38,4,5,5,455,Champions
13952,409,12823.521,5/6/2011,218,3,5,5,355,Loyal Customers
13468,693,12793.28,12/8/2011,2,5,5,5,555,Champions
16549,3093,12781.8,11/29/2011,11,5,5,5,555,Champions
12437,563,12683.4,12/8/2011,2,5,5,5,555,Champions
12451,511,12669.88,11/29/2011,11,5,5,5,555,Champions
12536,261,12601.83,10/27/2011,44,4,5,5,455,Champions
16161,1134,12580.06,12/8/2011,2,5,5,5,555,Champions
17017,378,12576.99,12/7/2011,3,5,5,5,555,Champions
14040,781,12523.81,10/30/2011,41,4,5,5,455,Champions
17858,373,12518.65,12/4/2011,6,5,5,5,555,Champions
14936,527,12410.81,11/6/2011,34,4,5,5,455,Champions
16000,9,12393.7,12/7/2011,3,5,2,5,525,New Customers
12474,708,12372.75,11/22/2011,18,5,5,5,555,Champions
14735,366,12240.16,12/6/2011,4,5,5,5,555,Champions
12481,380,12185.51,11/17/2011,23,5,5,5,555,Champions
15144,349,12160.31,12/1/2011,9,5,5,5,555,Champions
15465,255,12100.4,11/20/2011,20,5,5,5,555,Champions
15194,476,12021.53,12/6/2011,4,5,5,5,555,Champions
13050,984,11986.52,11/25/2011,15,5,5,5,555,Champions
14415,1234,11980.09,12/8/2011,2,5,5,5,555,Champions
17364,904,11972.92,12/9/2011,1,5,5,5,555,Champions
17044,149,11962.3,11/14/2011,26,5,5,5,555,Champions
13458,485,11959.27,12/2/2011,8,5,5,5,555,Champions
13854,178,11944.56,12/1/2011,9,5,5,5,555,Champions
16258,344,11942.52,10/25/2011,46,4,5,5,455,Champions
16814,767,11924.85,11/25/2011,15,5,5,5,555,Champions
16523,371,11916.33,12/8/2011,2,5,5,5,555,Champions
17338,1305,11889.33,11/22/2011,18,5,5,5,555,Champions
13687,45,11880.84,9/27/2010,439,2,5,5,255,At Risk
14505,1575,11879.08,11/22/2011,18,5,5,5,555,Champions
18226,528,11878.88,10/26/2011,45,4,5,5,455,Champions
12567,556,11767.48,11/17/2011,23,5,5,5,555,Champions
12705,599,11762.1,11/24/2011,16,5,5,5,555,Champions
14426,604,11727.94,11/16/2011,24,5,5,5,555,Champions
13004,815,11650.85,11/28/2011,12,5,5,5,555,Champions
12683,487,11633.7,12/5/2011,5,5,5,5,555,Champions
15023,958,11578.65,12/6/2011,4,5,5,5,555,Champions
14739,244,11573.62,12/5/2011,5,5,5,5,555,Champions
13418,537,11559.66,11/28/2011,12,5,5,5,555,Champions
15218,396,11468.83,11/29/2011,11,5,5,5,555,Champions
13680,646,11419.67,12/8/2011,2,5,5,5,555,Champions
14016,448,11403.41,7/1/2011,162,3,5,5,355,Loyal Customers
12668,536,11383.03,11/28/2011,12,5,5,5,555,Champions
13102,481,11380.1,12/8/2011,2,5,5,5,555,Champions
15874,342,11284.76,10/7/2011,64,4,5,5,455,Champions
15555,1591,11243.91,11/27/2011,13,5,5,5,555,Champions
12539,504,11214.75,11/17/2011,23,5,5,5,555,Champions
13576,268,11202.59,11/29/2011,11,5,5,5,555,Champions
12524,240,11126.11,11/30/2011,10,5,5,5,555,Champions
14134,180,11123.35,11/22/2010,383,2,5,5,255,At Risk
13013,487,11097.43,12/8/2011,2,5,5,5,555,Champions
15032,95,11010.05,3/28/2011,257,3,5,5,355,Loyal Customers
14045,37,10986.63,8/22/2011,110,3,5,5,355,Loyal Customers
12918,1,10953.5,3/23/2010,627,2,2,5,225,Lost
16985,243,10923.16,11/22/2011,18,5,5,5,555,Champions
18052,16,10877.18,5/24/2010,565,2,2,5,225,Lost
16033,1359,10608.81,12/4/2011,6,5,5,5,555,Champions
13324,132,10513.47,11/3/2011,37,4,5,5,455,Champions
15290,292,10496.28,12/5/2011,5,5,5,5,555,Champions
12431,390,10432.22,11/4/2011,36,4,5,5,455,Champions
14028,9,10396.5,6/7/2010,551,2,2,5,225,Lost
16168,306,10360.67,11/29/2011,11,5,5,5,555,Champions
16984,1072,10350.53,9/12/2011,89,4,5,5,455,Champions
15296,534,10323.03,10/20/2011,51,4,5,5,455,Champions
14422,552,10271.52,12/9/2011,1,5,5,5,555,Champions
17160,651,10209.16,11/8/2011,32,4,5,5,455,Champions
15719,1770,10195.97,11/7/2011,33,4,5,5,455,Champions
14796,1493,10169.33,12/8/2011,2,5,5,5,555,Champions
16327,877,10159.64,11/25/2011,15,5,5,5,555,Champions
18229,201,10150.51,11/28/2011,12,5,5,5,555,Champions
15805,529,10148.93,11/16/2011,24,5,5,5,555,Champions
18055,533,10142.64,12/2/2011,8,5,5,5,555,Champions
17809,97,10085.89,11/23/2011,17,5,5,5,555,Champions
15547,1332,10057.05,12/2/2011,8,5,5,5,555,Champions
13941,94,10027.18,11/18/2011,22,5,5,5,555,Champions
13985,480,10020.86,12/5/2011,5,5,5,5,555,Champions
15694,143,9978.48,12/9/2011,1,5,5,5,555,Champions
14755,475,9972.55,11/30/2011,10,5,5,5,555,Champions
16182,51,9971.65,9/28/2011,73,4,5,5,455,Champions
14101,90,9961.93,9/27/2011,74,4,5,5,455,Champions
16131,219,9957.42,10/19/2011,52,4,5,5,455,Champions
18260,410,9947.26,6/20/2011,173,3,5,5,355,Loyal Customers
17049,558,9942.53,12/7/2011,3,5,5,5,555,Champions
16701,275,9916.73,12/1/2011,9,5,5,5,555,Champions
12758,313,9903.24,8/15/2011,117,3,5,5,355,Loyal Customers
14329,552,9887.62,11/22/2011,18,5,5,5,555,Champions
12590,68,9864.26,5/12/2011,212,3,5,5,355,Loyal Customers
14828,101,9839.46,5/27/2011,197,3,5,5,355,Loyal Customers
12490,462,9823.64,12/4/2011,6,5,5,5,555,Champions
13599,392,9811.04,12/8/2011,2,5,5,5,555,Champions
16353,173,9795.46,12/6/2011,4,5,5,5,555,Champions
14944,303,9784.67,11/10/2011,30,4,5,5,455,Champions
17306,72,9782.35,11/29/2011,11,5,5,5,555,Champions
13018,603,9763.16,11/23/2011,17,5,5,5,555,Champions
13735,647,9762.77,11/15/2011,25,5,5,5,555,Champions
14085,1045,9720.67,12/7/2011,3,5,5,5,555,Champions
12380,277,9676.3,11/18/2011,22,5,5,5,555,Champions
12839,554,9669.12,12/7/2011,3,5,5,5,555,Champions
16782,1683,9636.12,11/29/2011,11,5,5,5,555,Champions
17315,747,9599.58,12/8/2011,2,5,5,5,555,Champions
18109,654,9555.71,12/8/2011,2,5,5,5,555,Champions
14091,13,9530.08,2/23/2010,655,2,2,5,225,Lost
17811,1152,9519.8,12/5/2011,5,5,5,5,555,Champions
13999,466,9502.26,11/29/2011,11,5,5,5,555,Champions
17504,342,9490.17,5/17/2011,207,3,5,5,355,Loyal Customers
14146,456,9450.3,12/1/2011,9,5,5,5,555,Champions
14439,129,9443.04,1/24/2011,320,3,5,5,355,Loyal Customers
13267,411,9429.81,12/7/2011,3,5,5,5,555,Champions
17230,217,9388.49,3/20/2011,265,3,5,5,355,Loyal Customers
15727,685,9371.71,11/23/2011,17,5,5,5,555,Champions
15981,288,9362.77,11/15/2011,25,5,5,5,555,Champions
13069,1038,9284.45,12/9/2011,1,5,5,5,555,Champions
13162,238,9275.49,8/9/2011,123,3,5,5,355,Loyal Customers
15249,502,9266,11/8/2011,32,4,5,5,455,Champions
14367,521,9227.82,12/1/2011,9,5,5,5,555,Champions
14292,193,9226.25,12/2/2011,8,5,5,5,555,Champions
13327,321,9134.48,11/1/2011,39,4,5,5,455,Champions
17757,1257,9074.05,12/8/2011,2,5,5,5,555,Champions
15298,425,9061.77,12/7/2011,3,5,5,5,555,Champions
15939,161,9060.39,9/11/2011,90,4,5,5,455,Champions
16709,302,9056.01,9/16/2011,85,4,5,5,455,Champions
17068,996,8987.68,11/27/2011,13,5,5,5,555,Champions
15150,573,8977.94,11/22/2011,18,5,5,5,555,Champions
15903,116,8939.84,11/30/2011,10,5,5,5,555,Champions
15867,1020,8923.3,12/4/2011,6,5,5,5,555,Champions
12766,402,8918.99,12/6/2011,4,5,5,5,555,Champions
12747,249,8898.48,12/7/2011,3,5,5,5,555,Champions
14060,258,8898.24,12/5/2011,5,5,5,5,555,Champions
13555,397,8891.84,9/27/2011,74,4,5,5,455,Champions
14709,357,8886.33,11/24/2011,16,5,5,5,555,Champions
12359,362,8873.39,10/13/2011,58,4,5,5,455,Champions
14135,219,8839.67,12/8/2011,2,5,5,5,555,Champions
16700,515,8830.77,12/1/2011,9,5,5,5,555,Champions
16550,755,8813.58,8/23/2011,109,3,5,5,355,Loyal Customers
15260,381,8767.73,8/31/2011,101,3,5,5,355,Loyal Customers
16532,6,8756.64,11/22/2011,18,5,2,5,525,New Customers
13448,533,8745.93,11/23/2011,17,5,5,5,555,Champions
15570,730,8736.49,12/2/2011,8,5,5,5,555,Champions
16186,505,8718.43,11/17/2011,23,5,5,5,555,Champions
17576,889,8711.95,12/1/2011,9,5,5,5,555,Champions
12957,490,8706.97,11/30/2011,10,5,5,5,555,Champions
13758,285,8698.13,11/28/2011,12,5,5,5,555,Champions
13263,1905,8676.2,12/8/2011,2,5,5,5,555,Champions
15497,121,8657.39,11/22/2011,18,5,5,5,555,Champions
13756,343,8655.95,12/7/2011,3,5,5,5,555,Champions
16945,474,8548.16,11/18/2011,22,5,5,5,555,Champions
15281,522,8543.57,10/12/2011,59,4,5,5,455,Champions
13269,486,8537.32,12/8/2011,2,5,5,5,555,Champions
15270,168,8524.86,11/24/2011,16,5,5,5,555,Champions
12798,33,8510.93,11/29/2011,11,5,5,5,555,Champions
13209,366,8509.51,11/9/2011,31,4,5,5,455,Champions
15786,465,8501.62,10/24/2011,47,4,5,5,455,Champions
13148,763,8497.82,11/10/2011,30,4,5,5,455,Champions
14286,499,8479.76,11/16/2011,24,5,5,5,555,Champions
18139,159,8438.34,11/22/2011,18,5,5,5,555,Champions
13047,378,8428.53,11/8/2011,32,4,5,5,455,Champions
14160,107,8421.47,4/8/2010,611,2,5,5,255,At Risk
17396,47,8409.6,10/31/2011,40,4,5,5,455,Champions
15984,700,8393.02,12/7/2011,3,5,5,5,555,Champions
14676,133,8356.79,11/8/2011,32,4,5,5,455,Champions
14057,447,8346.66,11/16/2011,24,5,5,5,555,Champions
17611,1112,8337.53,12/2/2011,8,5,5,5,555,Champions
13206,566,8308.19,11/4/2010,401,2,5,5,255,At Risk
12643,51,8304.82,8/3/2011,129,3,5,5,355,Loyal Customers
17686,429,8296.81,12/2/2011,8,5,5,5,555,Champions
12637,614,8283.81,10/3/2011,68,4,5,5,455,Champions
15998,1425,8274.14,11/3/2011,37,4,5,5,455,Champions
15034,752,8231.2,11/24/2011,16,5,5,5,555,Champions
13381,356,8224.37,11/8/2011,32,4,5,5,455,Champions
13139,265,8202.98,11/23/2011,17,5,5,5,555,Champions
16722,378,8189.56,11/22/2011,18,5,5,5,555,Champions
17365,794,8184.49,11/27/2011,13,5,5,5,555,Champions
13426,343,8167.38,12/9/2011,1,5,5,5,555,Champions
13715,512,8153.04,3/3/2011,282,3,5,5,355,Loyal Customers
14056,1088,8152.71,12/8/2011,2,5,5,5,555,Champions
16672,114,8134.94,12/7/2011,3,5,5,5,555,Champions
17593,408,8092.32,12/6/2011,4,5,5,5,555,Champions
15955,342,8085.98,11/15/2011,25,5,5,5,555,Champions
17426,427,8077.77,12/1/2011,9,5,5,5,555,Champions
16767,321,8056.76,11/9/2011,31,4,5,5,455,Champions
16670,485,8030.15,11/23/2011,17,5,5,5,555,Champions
14525,526,8026.54,11/20/2011,20,5,5,5,555,Champions
18041,832,8018.77,11/28/2011,12,5,5,5,555,Champions
16556,482,8012.58,10/4/2011,67,4,5,5,455,Champions
13869,838,7996.87,8/8/2011,124,3,5,5,355,Loyal Customers
13174,938,7995.36,11/23/2011,17,5,5,5,555,Champions
12428,294,7956.46,11/14/2011,26,4,5,5,455,Champions
16303,286,7928.27,11/14/2011,26,4,5,5,455,Champions
14291,494,7904.1,12/8/2011,2,5,5,5,555,Champions
13871,402,7885.85,11/17/2011,23,5,5,5,555,Champions
14159,1836,7860.8,11/20/2011,20,5,5,5,555,Champions
15622,426,7852.61,10/27/2011,44,4,5,5,455,Champions
17085,987,7847.67,8/8/2011,124,3,5,5,355,Loyal Customers
12757,364,7834.65,11/24/2011,16,5,5,5,555,Champions
12867,1050,7829.26,11/13/2011,27,4,5,5,455,Champions
16592,428,7807.91,12/5/2011,5,5,5,5,555,Champions
15544,531,7807.89,11/30/2011,10,5,5,5,555,Champions
14395,779,7801.93,12/7/2011,3,5,5,5,555,Champions
17409,104,7793.51,6/8/2011,185,3,5,5,355,Loyal Customers
12720,479,7787.28,12/7/2011,3,5,5,5,555,Champions
17730,314,7773.8,12/6/2011,4,5,5,5,555,Champions
17739,149,7730.59,11/28/2011,12,5,5,5,555,Champions
13534,392,7720.9,12/7/2011,3,5,5,5,555,Champions
17696,365,7679.59,11/1/2011,39,4,5,5,455,Champions
14175,331,7678.88,10/11/2011,60,4,5,5,455,Champions
13141,424,7656.08,9/16/2011,85,4,5,5,455,Champions
15046,394,7623.79,11/30/2011,10,5,5,5,555,Champions
14145,25,7600.05,10/24/2011,47,4,5,5,455,Champions
13373,358,7587.19,10/10/2011,61,4,5,5,455,Champions
13137,1394,7586.94,11/29/2011,11,5,5,5,555,Champions
13709,407,7571.35,12/6/2011,4,5,5,5,555,Champions
14030,824,7521.8,11/21/2011,19,5,5,5,555,Champions
17091,455,7495.75,12/7/2011,3,5,5,5,555,Champions
15179,314,7491.92,11/21/2011,19,5,5,5,555,Champions
15581,684,7480.4,8/11/2011,121,3,5,5,355,Loyal Customers
13815,356,7475.74,11/17/2011,23,5,5,5,555,Champions
16570,241,7434.31,11/24/2011,16,5,5,5,555,Champions
16242,672,7404.65,12/1/2011,9,5,5,5,555,Champions
17602,909,7354.43,12/7/2011,3,5,5,5,555,Champions
13082,129,7335.75,8/5/2011,127,3,5,5,355,Loyal Customers
17238,1139,7331.67,12/7/2011,3,5,5,5,555,Champions
16253,297,7272.2,10/4/2011,67,4,5,5,455,Champions
14282,239,7250.76,12/6/2011,4,5,5,5,555,Champions
14092,373,7229.45,12/2/2011,8,5,5,5,555,Champions
14243,363,7217.75,12/1/2011,9,5,5,5,555,Champions
16729,656,7205.33,11/1/2011,39,4,5,5,455,Champions
14800,600,7191.33,10/23/2011,48,4,5,5,455,Champions
14688,489,7190.42,12/2/2011,8,5,5,5,555,Champions
16745,355,7180.7,9/14/2011,87,4,5,5,455,Champions
14841,300,7163,10/17/2011,54,4,5,5,455,Champions
15950,393,7120.91,11/8/2011,32,4,5,5,455,Champions
15521,403,7098.24,10/30/2011,41,4,5,5,455,Champions
14113,122,7092.61,12/6/2011,4,5,5,5,555,Champions
13451,1022,7090.06,11/13/2011,27,4,5,5,455,Champions
17231,1201,7064.8,11/27/2011,13,5,5,5,555,Champions
17769,583,7053.38,11/27/2011,13,5,5,5,555,Champions
13183,156,7036.18,12/2/2011,8,5,5,5,555,Champions
17965,817,7006.65,11/2/2011,38,4,5,5,455,Champions
16938,824,6995.36,12/1/2011,9,5,5,5,555,Champions
17690,360,6963.8,11/9/2011,31,4,5,5,455,Champions
12841,644,6958.2,12/5/2011,5,5,5,5,555,Champions
13552,207,6948.92,10/4/2011,67,4,5,5,455,Champions
15674,351,6948.23,9/27/2011,74,4,5,5,455,Champions
16265,337,6935.17,11/30/2011,10,5,5,5,555,Champions
16187,295,6911.44,11/8/2011,32,4,5,5,455,Champions
15301,345,6909.67,10/20/2011,51,4,5,5,455,Champions
12749,338,6897.36,12/6/2011,4,5,5,5,555,Champions
16170,440,6869,10/20/2011,51,4,5,5,455,Champions
15129,207,6860.18,10/20/2011,51,4,5,5,455,Champions
18231,383,6854.17,5/31/2011,193,3,5,5,355,Loyal Customers
16401,363,6849.15,12/8/2011,2,5,5,5,555,Champions
12613,326,6817.37,10/13/2011,58,4,5,5,455,Champions
12830,38,6814.64,11/2/2011,38,4,5,5,455,Champions
16145,396,6805.44,12/1/2011,9,5,5,5,555,Champions
15413,25,6798.72,1/17/2010,692,2,5,5,255,At Risk
12417,369,6797.41,12/6/2011,4,5,5,5,555,Champions
